"","s","A","B.pre.anodal","B.dpost.anodal","B.pre.cathodal","B.dpost.cathodal","B.pre.sham","B.dpost.sham","mean_v.pre.anodal.true","mean_v.dpost.anodal.true","mean_v.pre.cathodal.true","mean_v.dpost.cathodal.true","mean_v.pre.sham.true","mean_v.dpost.sham.true","mean_v.pre.anodal.false","mean_v.dpost.anodal.false","mean_v.pre.cathodal.false","mean_v.dpost.cathodal.false","mean_v.pre.sham.false","mean_v.dpost.sham.false","t0","iter","B.change.anodal","B.change.cathodal","B.change.sham","B.change.ancath","B.change.actvsham","B.change.anvsham","B.change.cathvsham","mean_v.pre.anodal.diff","mean_v.pre.cathodal.diff","mean_v.pre.sham.diff","mean_v.dpost.anodal.diff","mean_v.dpost.cathodal.diff","mean_v.dpost.sham.diff","mean_v.pre.anodal.sum","mean_v.pre.cathodal.sum","mean_v.pre.sham.sum","mean_v.dpost.anodal.sum","mean_v.dpost.cathodal.sum","mean_v.dpost.sham.sum","mean_v.change.anodal.diff","mean_v.change.cathodal.diff","mean_v.change.sham.diff","mean_v.change.anodal.sum","mean_v.change.cathodal.sum","mean_v.change.sham.sum","mean_v.change.anodal.true","mean_v.change.cathodal.true","mean_v.change.sham.true","mean_v.change.anodal.false","mean_v.change.cathodal.false","mean_v.change.sham.false","mean_v.change.ancath.diff","mean_v.change.ancath.sum","mean_v.change.ancath.true","mean_v.change.ancath.false","mean_v.change.actvsham.diff","mean_v.change.anvsham.diff","mean_v.change.cathvsham.diff","mean_v.change.actvsham.sum","mean_v.change.anvsham.sum","mean_v.change.cathvsham.sum","mean_v.change.actvsham.true","mean_v.change.anvsham.true","mean_v.change.cathvsham.true","mean_v.change.actvsham.false","mean_v.change.anvsham.false","mean_v.change.cathvsham.false","LH_SkullThickness","RH_SkullThickness","gender","age","taskpairing","Thick_LH_Gyrus_InfOpercular","Thick_LH_Gyrus_InfTriangular","Thick_LH_Gyrus_Front_Middle","Thick_LH_Sulcus_inferior","Thick_LH_Sulcus_middle","Thickness_LH_Sulcus_precentral_inf_part","Thick_RH_Gyrus_InfOpercular","Thick_RH_Gyrus_InfTriangular","Thick_RH_Gyrus_Front_Middle","Thickness_RH_Sulcus_inferior","Thickness_RH_Sulcus_middle","Thickness_RH_Sulcus_precentral.inf.part"
"15",18,1.4708228125685,1.70861523460407,1.97594637594618,1.9519496380595,1.98764888913494,0.906887632996388,1.40881222513784,3.80672467974528,4.12211668677961,4.17654686202331,4.14629248093485,1.67123642936692,2.79770572339307,-0.878525135112588,0.0987187753654263,-0.302730684008714,0.400076544509371,-1.2307035402354,0.147248548505477,0.114670423180384,500.5,0.267331141342113,0.0356992510754413,0.501924592141449,0.151515196208777,-0.350409395932672,-0.234593450799336,-0.466225341066008,4.68524981485787,4.17654686202331,2.90193996960231,4.02339791141419,3.74621593642548,2.65045717488759,2.92819954463269,3.8738161780146,0.440532889131521,4.22083546214504,4.54636902544422,2.94495427189855,-0.661851903443679,-0.43033092559783,-0.251482794714721,1.29263591751235,0.975283531438341,2.50442138276703,0.315392007034335,0.272476302920255,1.12646929402615,0.977243910478014,0.702807228518086,1.37795208874087,-0.546091414520755,1.13395972447534,0.293934154977295,0.84002556949805,-0.294608619806033,-0.410369108728958,-0.178848130883109,-1.37046165829168,-1.21178546525468,-1.52913785132868,-0.832535139048857,-0.811077286991817,-0.853992991105897,-0.537926519242823,-0.400708178262859,0.954290023232807,2.666666667,1.666666667,2,19,2,2.941,2.458,2.269,2.29,2.023,2.641,2.898,2.52,2.337,2.309,2.267,2.516
"16",19,1.27133840332669,1.66409824632514,1.93130585455027,1.72678549275819,1.60926205778774,1.71081887941466,1.74182169838473,3.52128845650746,3.99672351177587,3.80347656812779,2.9011758744809,3.36942466345311,3.8944469013744,0.0943443359100773,0.376615457130694,-0.797470044120103,-0.663890626678639,-0.241370028431314,-0.162747103448819,0.210190374656549,500.5,0.267207608225134,-0.117523434970451,0.0310028189700718,0.0748420866273416,0.0438392676572698,0.236204789255062,-0.148526253940522,3.42694412059738,3.80347656812779,3.61079469188442,3.62010805464517,3.56506650115954,4.05719400482322,3.61563279241754,3.00600652400769,3.1280546350218,4.37333896890656,2.23728524780226,3.73169979792559,0.19316393404779,-0.238410066968255,0.446399312938799,0.757706176489023,0.0287487679146733,0.60364516290379,0.475435055268407,-0.104830649526791,0.525022237921295,0.282271121220616,0.133579417441464,0.0786229249824955,-0.0226230664602324,0.393227472201848,0.185302202870808,0.20792526933104,-0.469022379399031,-0.253235378891009,-0.684809379907054,-0.210417690701942,0.154061013585233,-0.574896394989117,-0.339720035050487,-0.0495871826528877,-0.629852887448086,0.129302344348545,0.203648196238121,-0.312819895497335,2.333333333,2.333333333,2,27,1,2.771,2.557,2.402,2.176,2.072,2.497,2.638,2.594,2.344,2.042,1.963,2.163
"17",20,1.04936656933055,1.73350668014372,2.04492994388277,1.87490189582599,1.95103880389491,1.52201189270301,1.7366532663882,4.33715470261616,5.17113539481966,5.18279841675208,5.29834136130669,2.75359518901664,3.47865938804154,-1.10279587724662,-0.612547031706161,-0.745451941814282,1.50806215670974,-1.91270674036846,-1.74270238990495,0.189010153066977,500.5,0.31142326373905,0.076136908068917,0.214641373685184,0.193780085903983,-0.0208612877812006,0.0967818900538659,-0.138504465616267,5.43995057986278,5.18279841675208,4.66630192938511,5.78368242652582,3.79027920459695,5.22136177794649,3.23435882536954,4.4373464749378,0.840888448648181,4.5585883631135,6.80640351801642,1.73595699813658,0.343731846663038,-1.39251921215513,0.555059848561382,1.32422953774395,3.11450898489291,0.895068549488402,0.833980692203495,0.860994886368891,0.725064199024892,0.490248845540457,2.25351409852402,0.17000435046351,-0.524393682746045,2.21936926131843,0.847487789286193,1.37188147203224,-1.07945353130743,-0.211328001898345,-1.94757906071651,1.32430071183003,0.42916098825555,2.21944043540451,0.122423590261301,0.108916493178603,0.135930687343999,1.20187712156873,0.320244495076948,1.69845424996264,1.333333333,1.666666667,2,19,2,2.92,2.678,2.561,2.195,2.236,2.623,2.845,2.752,2.597,2.274,1.929,2.595
"18",21,1.43194095703568,1.79308176762802,1.66978021607645,1.81175696188697,1.96646014429361,1.78874517243411,2.20764926141716,2.74381861603358,3.38931135879087,4.44804565913585,3.97913988995952,3.83354609323885,5.3949234226623,-0.888044795374872,-2.00126646691125,-0.584583171266377,-0.912019464239374,-1.31301171741206,-0.559597918538321,0.203675340013811,500.5,-0.123301551551578,0.154703182406647,0.41890408898305,0.0157008154275341,-0.403203273555516,-0.542205640534628,-0.264200906576403,3.63186341140845,4.44804565913585,5.14655781065091,5.39057782570212,4.8911593541989,5.95452134120062,1.85577382065871,3.86346248786947,2.52053437582679,1.38804489187962,3.06712042572015,4.83532550412398,1.75871441429367,0.443113695063047,0.807963530549715,-0.467728928779085,-0.211758890882947,2.31479112829719,0.64549274275729,0.11567740209005,1.56137732942345,-1.11322167153638,-0.327436292972997,0.753413798873738,1.10091405467836,-0.339743909831016,0.38058507242367,-0.720328982254686,0.292950524128641,0.95075088374395,-0.364849835486668,-2.65453503812821,-2.78252005707628,-2.52655001918014,-1.18079225699978,-0.915884586666163,-1.4456999273334,-1.47374278112842,-1.86663547041011,-1.13539982352271,1.666666667,1.666666667,1,30,3,2.864,2.516,2.403,2.31,2.051,2.648,2.925,2.406,2.219,2.145,2.002,2.53
"19",22,1.15743377724285,1.39549722102447,1.61945682397558,1.57799733542902,1.7890671548489,1.6133109105349,1.35437403073921,4.06640320328608,4.33688502302269,4.74421323892334,5.08458891278403,3.06672637533951,3.15557636220094,-1.24941734313554,-0.167801874856755,-0.232014898641987,-0.768595724127017,-1.86842393580712,-2.2190789854691,0.104723713156616,500.5,0.223959602951106,0.211069819419874,-0.258936879795696,0.21751471118549,0.476451590981186,0.482896482746802,0.470006699215569,5.31582054642162,4.74421323892334,4.93515031114664,4.50468689787944,5.85318463691105,5.37465534767004,2.81698586015055,4.51219834028136,1.19830243953239,4.16908314816593,4.31599318865702,0.936497376731841,-0.811133648542178,1.10897139798771,0.439505036523405,1.35209728801538,0.0358097470176457,-0.261805062800549,0.270481819736603,0.572390572502676,0.0888499868614277,1.08161546827878,-0.536580825485031,-0.350655049661977,0.148918874722764,0.693953517516515,0.42143619611964,0.272517321396875,-0.29058616180064,-1.25063868506558,0.669466361464302,0.955758580317064,1.61390235081593,0.297614809818195,0.332586209258212,0.181631832875176,0.483540585641249,0.623172371058852,1.43227051794076,-0.976085862008435,1.666666667,2,2,20,2,3.028,2.782,2.709,2.305,2.334,2.524,2.828,2.906,2.581,2.179,2.128,2.339
"20",23,0.733299155025447,1.89873047032654,1.99808329806076,1.52397120931383,1.69445756255846,1.61055310178168,1.52952653561369,3.1587800736635,3.73428830377062,3.63726200423588,4.28253825360839,3.45679699670386,3.74427943658744,-0.643203127326132,-0.256297051318606,0.027048943612251,1.23104244816874,0.0810052117984377,0.888913100172421,0.18703741947418,500.5,0.0993528277342196,0.170486353244628,-0.0810265661679846,0.134919590489424,0.215946156657408,0.180379393902204,0.251512919412612,3.80198320098963,3.63726200423588,3.37579178490543,3.99058535508922,3.05149580543965,2.85536633641502,2.51557694633737,3.66431094784813,3.5378022085023,3.47799125245201,5.51358070177713,4.63319253675986,0.188602154099591,-0.585766198796232,-0.520425448490407,0.962414306114642,1.82222081031675,1.09539032825756,0.575508230107116,0.618227305760257,0.287482439883577,0.386906076007526,1.20399350455649,0.807907888373984,-0.198582022348321,1.39231755821569,0.596867767933687,0.795449790282007,0.321843426142086,0.709027602589997,-0.0653407503058257,0.296927229958133,-0.132976022142919,0.726830482059185,0.309385328050109,0.288025790223539,0.33074486587668,-0.0124580980919763,-0.421001812366458,1.7244189530469,1.333333333,1.666666667,2,19,3,3.013,3.1,2.79,2.437,2.411,2.555,2.977,2.467,2.694,2.393,2.235,2.699
"21",24,1.46372691050363,1.72175605450088,1.85571174768954,1.5568698495774,1.69863840895574,1.73451335954075,1.93888385032777,4.15336914960637,4.77272274952901,3.88865487612753,2.83036287919529,3.2874005930757,4.14393977097203,-1.59195567434543,-1.10289933552749,-0.687067949180401,-0.501251126247646,-0.611120421847432,-0.16594475345559,0.112602356486192,500.5,0.133955693188661,0.14176855937834,0.204370490787019,0.137862126283501,-0.0665083645035179,-0.0704147975983575,-0.0626019314086782,5.7453248239518,3.88865487612753,3.89852101492313,5.8756220850565,3.33161400544293,4.30988452442762,2.56141347526094,3.20158692694713,2.67628017122827,3.66982341400152,2.32911175294764,3.97799501751644,0.1302972611047,-0.5570408706846,0.411363509504489,1.10840993874058,-0.185407224819088,1.30171484628817,0.619353599922638,-0.371224047751844,0.85653917789633,0.489056338817939,0.185816822932756,0.445175668391841,-0.21337180478995,0.461501356960745,0.124064776085397,0.337436580875347,-0.624735314294439,-0.281066248399789,-0.968404380189089,-0.840213489327427,-0.193304907547594,-1.48712207110726,-0.732474401810933,-0.237185577973692,-1.22776322564817,-0.107739087516494,0.0438806704260976,-0.225546686571733,2,1.333333333,1,22,1,2.823,2.669,2.582,2.358,2.184,2.577,2.923,2.598,2.586,2.34,2.245,2.508
"22",25,2.0795924895581,1.58430922916256,1.91461331176552,1.69075596403059,2.05271561626469,1.63699746394037,1.94755547714882,3.09063561084624,3.2153838319684,3.78679570984737,4.53203582043867,3.32189888804542,4.17718072318621,-0.383946244719564,-0.378827512161117,0.18892417201693,0.662653035910311,-0.228337331506563,0.795013945395521,0.184214206877232,500.5,0.330304082602963,0.361959652234108,0.310558013208452,0.346131867418536,0.0355738542100839,0.0197460693945116,0.0514016390256561,3.4745818555658,3.78679570984737,3.55023621955198,3.59421134412951,3.86938278452836,3.38216677779069,2.70668936612667,3.9757198818643,3.09356155653886,2.83655631980728,5.19468885634898,4.97219466858173,0.119629488563714,0.0825870746809931,-0.168069441761294,0.129866953680608,1.03004480246775,1.87863311204287,0.124748221122161,0.556315938574373,0.85528183514079,0.00511873255844674,0.47372886389338,1.02335127690208,0.101108281622354,0.579955878074181,0.340532079848267,0.239423798225914,0.269177723383647,0.287698930325008,0.250656516442287,-1.29867723396869,-1.74876615836227,-0.848588309575119,-0.514749755292523,-0.730533614018629,-0.298965896566416,-0.78392747867617,-1.01823254434364,0.641798305654674,2,2,2,22,3,2.824,2.652,2.587,2.246,2.158,2.751,2.75,2.636,2.536,2.192,2.228,2.55
"23",26,1.13341676397392,2.02955298990545,1.9636385103942,1.88867804717123,1.85592427548701,1.36352812505912,1.42447818728858,4.54125758789292,5.14505528202053,5.0058220035011,4.51906113186903,3.38816642069653,4.27100440770627,-1.20574526358148,-0.666585201088105,-0.91852822124627,0.777838330392203,-0.234892064608177,-1.32954476189561,0.243519211394148,500.5,-0.065914479511249,-0.0327537716842152,0.0609500622294682,-0.0493341255977321,-0.1102841878272,-0.126864541740717,-0.0937038339136834,5.7470028514744,5.0058220035011,3.62305848530471,5.81164048310863,3.74122280147683,5.60054916960188,3.33551232431144,4.08729378225483,3.15327435608836,4.47847008093242,5.29689946226123,2.94145964581065,0.064637631634228,-1.26459920202427,1.97749068429717,1.14295775662098,2.12813390125267,-0.211814710277706,0.603797694127603,0.431767349614202,0.882837987009731,0.539160062493375,1.69636655163847,-1.09465269728744,-0.599980785195022,1.63554582893683,0.517782521870902,1.11776330706592,-2.57747146949219,-1.91285305266294,-3.24208988632144,1.84736053921453,1.35477246689868,2.33994861153038,-0.365055465138829,-0.279040292882128,-0.451070637395529,2.21241600435336,1.63381275978081,-0.281124132658695,1.666666667,2.333333333,2,23,1,2.726,2.727,2.384,2.017,2.072,2.452,2.76,2.621,2.48,2.194,2.071,2.415
"24",28,0.678653060208453,1.60346687610626,1.87065031115914,1.57371615853102,1.52192881288145,1.75019679822492,2.03001459665591,4.54220405956789,5.32454831594985,3.50669017815129,3.44253198557299,4.20655668453372,5.25437477877841,1.14267814185775,1.85471813341744,-0.179075625851492,-0.768958404707507,-0.935138145642057,-0.709494046931611,0.226591187786063,500.5,0.267183435052879,-0.0517873456495696,0.279817798430994,0.107698044701655,-0.172119753729339,-0.0126343633781147,-0.331605144080563,3.39952591771014,3.50669017815129,5.14169483017578,3.46983018253241,4.21149039028049,5.96386882571002,5.68488220142564,3.3276145522998,3.27141853889166,7.17926644936729,2.67357358086548,4.5448807318468,0.0703042648222635,0.704800212129206,0.822173995534241,1.49438424794165,-0.474965345582823,1.27346219295513,0.782344256381955,0.114917433273191,1.04781809424469,0.712039991559692,-0.589882778856015,0.225644098710446,0.387552238475735,0.509709451179412,0.448630844827573,0.0610786063518385,-0.434621757058506,-0.751869730711978,-0.117373783405035,-0.763752741775721,0.220922054986515,-1.74842753853796,-0.599187249417114,-0.265473837862732,-0.932900660971495,-0.164565492358607,0.486395892849246,-1.41205677439026,1.333333333,1.666666667,2,24,1,2.721,2.753,2.364,2.178,2.007,2.517,2.842,2.552,2.417,2.091,2.009,2.437
"25",29,1.59043435131761,1.68103811527714,1.86953401739905,1.67772483102187,2.1630199522954,1.83780657191129,1.83919241438731,3.74130510970412,3.84157981006242,4.53878703340583,5.27102887665098,3.41608772985325,3.1038035359466,-0.515044054814281,-0.50307829736388,-0.123682835055753,-0.800399139506968,-0.373047082157351,-0.715544897024993,0.259597671986097,500.5,0.188495902121916,0.485295121273529,0.00138584247601725,0.336895511697723,0.335509669221705,0.187110059645899,0.483909278797512,4.2563491645184,4.53878703340583,3.7891348120106,4.3446581074263,6.07142801615795,3.81934843297159,3.22626105488984,4.41510419835007,3.04304064769589,3.33850151269854,4.47062973714401,2.3882586389216,0.0883089429079014,1.53264098275212,0.0302136209609944,0.112240457808703,0.179208373849688,-0.65478200877429,0.100274700358302,0.855924678300903,-0.312284193906648,0.0119657574504008,-0.676716304451215,-0.342497814867642,0.810474962830009,0.145724415829196,0.478099689329603,-0.332375273500407,0.780261341869015,0.058095321946907,1.50242736179112,0.800506424603486,0.767022466582993,0.833990382623978,0.79038388323625,0.41255889426495,1.16820887220755,0.0101225413672353,0.354463572318043,-0.706929925412209,1.333333333,1.666666667,1,26,2,2.723,2.688,2.463,2.165,2.308,2.412,2.837,2.361,2.325,2.031,2.024,2.591
"26",30,1.04189957077202,1.56125832827825,1.49911269085297,1.50536290268193,2.00080026162,2.13319842175188,2.12475355469898,3.20372943848375,3.44111912722511,4.5282141400453,4.81311288235484,3.94482293165553,4.02151343279759,-1.39750628110403,-1.2901405151611,-1.01411487786626,0.682299093298412,-0.0642439711521352,-0.0217807374707229,0.132511700902478,500.5,-0.0621456374252789,0.495437358938067,-0.00844486705290278,0.216645860756394,0.225090727809297,-0.0537007703723762,0.503882225990969,4.60123571958777,4.5282141400453,4.00906690280767,4.73125964238622,4.13081378905643,4.04329417026831,1.80622315737972,3.51409926217904,3.8805789605034,2.15097861206401,5.49541197565325,3.99973269532687,0.130023922798444,-0.397400350988876,0.0342272674606454,0.344755454684286,2.99542759134046,0.11915373482347,0.237389688741365,1.29901362017579,0.0766905011420576,0.107365765942921,1.69641397116467,0.0424632336814123,-0.133688214095216,1.67009152301237,0.768201654458579,0.901889868553795,-0.167915481555861,0.0957966553377986,-0.431627618449521,1.5509377881889,0.225601719860816,2.87627385651699,0.691511153316522,0.160699187599307,1.22232311903374,0.859426634872383,0.0649025322615088,1.66218670370402,1.333333333,2,1,25,3,3.01,2.892,2.583,2.287,2.095,2.682,2.642,2.401,2.295,1.989,1.933,2.242
"27",31,2.28227358159417,1.50466529584089,2.0280658632607,1.89319517789951,1.96989006448595,1.49322556386915,1.45345573995317,3.28903833533738,3.59982272047742,3.79831277437687,4.09554976633734,2.97506611950088,2.97767483546883,-0.20890371511333,0.667472351470299,-0.0854509795184006,0.256509219211301,0.0685248715391673,-0.45890300177137,0.124165787936236,500.5,0.523400567419808,0.0766948865864403,-0.0397698239159871,0.300047727003124,0.339817550919111,0.563170391335795,0.116464710502427,3.49794205045071,3.79831277437687,2.90654124796171,2.93235036900712,3.83904054712603,3.4365778372402,3.08013462022405,3.71286179485847,3.04359099104005,4.26729507194772,4.35205898554864,2.51877183369746,-0.565591681443589,0.0407277727491592,0.530036589278487,1.18716045172367,0.724648170208562,-0.524819157342587,0.310784385140041,0.382687971478861,0.00260871596794983,0.87637606658363,0.341960198729702,-0.527427873310537,-0.262431954347215,0.955904310966116,0.346736178309451,0.609168132656666,-0.792468543625702,-1.09562827072208,-0.489308816529328,1.4807234683087,1.71197960906626,1.24946732755115,0.344127462341501,0.308175669172091,0.380079255510911,1.1365960059672,1.40380393989417,-0.188076390548785,1.666666667,1.666666667,1,22,2,3.036,2.656,2.467,2.316,2.354,2.705,2.894,2.464,2.429,2.317,2.149,2.465
"28",32,1.28475264337072,1.81197809778904,2.00936457293207,1.66838425254314,1.97881725222093,1.99395896869049,2.06171378390355,3.29058550205914,3.79618085794936,4.86306351946912,3.7116345186724,4.10491706937584,4.34002140357567,-1.14331547491469,-1.51112400443441,-1.23831189940322,-0.506507348320068,-0.944054538891523,0.0843974307816073,0.236432907523216,500.5,0.197386475143024,0.31043299967779,0.0677548152130577,0.253909737410407,0.186154922197349,0.129631659929966,0.242678184464733,4.43390097697383,4.86306351946912,5.04897160826736,5.30730486238377,4.21814186699247,4.25562397279406,2.14727002714446,3.62475162006591,3.16086253048431,2.28505685351495,3.20512717035234,4.42441883435728,0.873403885409938,-0.64492165247665,-0.793347635473298,0.137786826370491,0.818687449689646,1.26355630387296,0.505595355890214,0.0868828986064982,0.235104334199833,-0.367808529519724,0.731804551083148,1.02845196967313,0.114241116466644,0.478237138030068,0.296239127248356,0.181998010781712,0.907588751939942,1.66675152088324,0.148425982996648,-0.785319165842895,-1.12576947750247,-0.444868854183317,0.0611347930485237,0.270491021690382,-0.148221435593334,-0.846453958891419,-1.39626049919285,1.52515218655645,2.333333333,1.666666667,1,20,3,2.966,2.712,2.518,2.411,2.352,2.713,3.081,2.538,2.474,2.517,2.157,2.653
"29",33,1.91919630896763,1.89942902303772,1.9163110213122,1.85279768533098,1.60174127876423,1.82687960195365,1.93602742800075,4.10051795442914,3.89713726156034,3.88903383780667,2.6713680641225,3.60138241698504,3.69774985935523,-1.43575929691155,-1.19650760922084,-0.907813148682204,-1.93057302812229,-0.639287798439128,-0.594587992036042,0.213347563380024,500.5,0.0168819982744818,-0.251056406566749,0.109147826047098,-0.117087204146134,-0.226235030193231,-0.092265827772616,-0.360204232613847,5.53627725134069,3.88903383780667,4.24067021542417,5.09364487078118,4.60194109224479,4.29233785139128,2.66475865751759,2.98122068912446,2.96209461854591,2.7006296523395,0.740795036000215,3.10316186731919,-0.442632380559513,0.712907254438125,0.0516676359671104,0.0358709948219165,-1.33261250444204,0.141067248773283,-0.203380692868798,-0.309852625001959,0.0963674423701966,0.239251687690715,-1.02275987944008,0.0446998064030862,0.135137436939306,-0.648370754810063,-0.256616658935379,-0.391754095874685,0.0834698009721954,-0.494300016526624,0.661239618471015,-0.789438003583346,-0.105196253951366,-1.47367975321533,-0.352984101305575,-0.299748135238995,-0.406220067372156,-0.436453902277771,0.194551881287629,-1.07442751540719,2,3,1,23,1,3.104,2.598,2.536,2.203,2.123,2.514,2.77,2.672,2.571,2.115,2.024,2.557
"30",34,1.47503360469866,1.68036862413796,1.6440717894102,1.5575226404343,2.00397492891649,1.70215955062102,1.79166815957369,3.23678047914891,3.52478193039135,5.39219227603798,5.56184717187148,4.00147679234991,4.54561896353867,-2.08451559884423,-0.493159162596132,-0.826014356148134,-0.462369303007991,-1.11102985789987,-1.21415131986843,0.112628429292339,500.5,-0.0362968347277602,0.446452288482185,0.0895086089526657,0.205077726877212,0.115569117924547,-0.125805443680426,0.356943679529519,5.32129607799314,5.39219227603798,5.11250665024978,4.01794109298748,6.02421647487947,5.75977028340711,1.15226488030468,4.56617791988985,2.89044693445004,3.03162276779522,5.09947786886349,3.33146764367024,-1.30335498500566,0.63202419884149,0.647263633157331,1.87935788749054,1.35931430512178,0.441020709220199,0.288001451242442,0.995669251981633,0.544142171188765,1.5913564362481,0.363645053140143,-0.103121461968566,-0.335665393082083,1.61933609630616,0.641835351612037,0.97750074469412,-0.982929026239414,-1.95061861816299,-0.0152394343158403,1.17831538708596,1.43833717827034,0.918293595901577,0.0976931804232729,-0.256140719946323,0.451527080792868,1.08062220666269,1.69447789821666,-0.283618580017188,1,1.666666667,2,22,3,2.892,2.612,2.629,2.207,2.155,2.549,2.983,2.644,2.576,2.381,2.26,2.599
